9.867676750112268280e+01,8.253570480487958605e+01
0.000000000000000000e+00,0.000000000000000000e+00
5.284457645282363103e+01,4.183141915976434575e+02
5.069883406095548395e+01,1.568070668388316449e+02
1.387302109734703777e+02,8.840504929773106824e+01
2.194811006131670013e+02,2.672603970058581808e+02
5.923564012587538485e+01,3.105833648061154122e+02
5.878772925306667219e+01,1.848817155329045647e+02
1.149480674443297659e+02,1.322576257931141299e+02
2.424622230342686748e+02,2.529304903851220558e+02
5.774218180965733893e+01,3.019566995545960708e+02
3.436239213952806182e+01,1.255269608941389947e+02
1.084969564171646681e+02,3.580748289822670216e+01
3.712038443604972713e+02,1.392855301837585387e+02
0.000000000000000000e+00,0.000000000000000000e+00
