1.395505899664808283e+02,6.544942741455584212e+01
3.185922439057430893e+02,1.899045080527074560e+02
8.152984625945939001e+01,3.851211979389133262e+02
3.722945609170692194e+01,1.759401106198625939e+02
7.472680363751754840e+01,7.273602905124430151e+01
3.125440927130056252e+02,1.039878727502002249e+02
1.159630650901255535e+02,4.994645444123588049e+02
1.298260297082895320e+01,2.435970356841284570e+02
2.006077632258863730e+01,8.394419076261284829e+01
8.116364916414691777e+01,5.346071530933067351e+01
3.455375592995873149e+02,9.501389409555230259e+01
9.456415690395272122e+01,4.947488511659050232e+02
1.864137724203364144e+01,2.542478423976645558e+02
2.542291345087791754e+01,7.327488339768396486e+01
1.440658213778800416e+02,3.154092867999314720e+01
3.894297945570515935e+02,3.038676991897112316e+02
