1.301265106435614030e+02,8.190012884705105023e+01
3.164371998970214008e+02,2.413384742196462867e+02
4.618270546518104425e+01,3.545295062176730312e+02
1.108602253423060446e+01,1.790813986494326855e+02
7.222273476373672452e+01,5.225643657914060469e+01
2.715102605736624923e+02,9.238974111264202804e+01
1.116710520976509144e+02,5.263295076362725240e+02
1.150198332978213855e+01,2.411795994693285934e+02
4.189837771010223264e+02,6.611097753401318222e-02
4.312878289663876075e+01,2.654440526960389590e+01
2.344273235986567272e+02,1.677433852831547512e+01
6.479291577307882335e+02,4.905773626112626289e+02
9.369615528131946292e+01,9.415926458021125711e+00
-1.212767754989943825e+00,1.241162142953829175e+02
2.779679459926433438e+01,3.854549600634743456e+01
1.388947258404212732e+02,2.321122723138662636e+01
