2.352056398078570965e+02,9.335586956050082108e+01
1.591610656935447139e+02,4.357288088389523750e+02
3.956997424379834172e+01,2.519953456208061766e+02
7.070659333414712933e+01,1.432359266574430023e+02
1.304775845701153685e+02,9.965717154573631831e+01
2.876197305149589738e+02,2.644435128647382385e+02
4.414176478158393024e+01,3.424234352605359959e+02
3.805112023427973611e+01,1.669415179598213115e+02
7.838543886839525499e+01,9.662148224700251831e+01
2.492532460085071193e+02,7.967847772681403740e+01
1.918275297616730199e+02,4.530444357702940579e+02
4.367545886087079055e+01,2.331364368527302418e+02
5.328865823049478223e+01,1.072960899511855075e+02
1.782016301110010659e+02,7.947204525325190616e+01
2.949499632032377008e+02,2.637558551753675147e+02
3.501085301708950226e+01,3.505343627457372122e+02
