1.479361419361768242e+02,7.445857532521009148e+01
4.212376466084872959e+02,2.675580695219419454e+02
3.964587003300932366e+01,3.660649249070515907e+02
4.001227459288114119e+01,1.628994685729570051e+02
1.017859320124558025e+02,9.181938355230096249e+01
2.042129778909519189e+02,1.460088760431940216e+02
1.689373315640199564e+02,3.471613279988322347e+02
6.865895224197547009e+01,2.545436031480450652e+02
6.075429201106978638e+01,1.517743067127887571e+02
1.767139414174561693e+02,1.086228141841185533e+02
2.203678602293193478e+02,3.599939849902377205e+02
2.182549032995141047e+01,2.748524262839515018e+02
5.731481439400022282e+01,1.142821365950983648e+02
1.296007811110029309e+02,8.888546260023302636e+01
3.583970218986601139e+02,2.516236471517484858e+02
2.141507104495883951e+01,3.355136091790376440e+02
