1.654574159685719508e+02,7.963448155055885991e+01
2.339412192387079585e+02,3.199257070205630953e+02
4.445746051185080461e+01,3.165805598333380431e+02
1.546101336016772976e+01,1.130932191467559278e+02
7.055884310479341082e+01,6.900102084634258404e+01
2.436433341651481612e+02,1.244620855212364319e+02
1.707416381252376425e+02,4.127903967391334277e+02
4.087899873456675692e+01,2.625907813694958008e+02
3.221307629571777653e+01,1.643427877733752496e+02
8.415961434773775807e+01,8.637947096216275611e+01
2.213553874981108720e+02,1.550539959758309294e+02
1.029304470110302674e+02,3.268742184902266104e+02
2.498573996421629317e+01,1.742702338536254558e+02
1.084292779849687207e+02,8.321114821427211439e+01
2.166011091821394245e+02,1.081000004467375391e+02
1.400280941349197406e+02,3.628088182786921152e+02
