1.263804370335667357e+02,1.001173131089266235e+02
2.726566425548190296e+02,2.106278134953465724e+02
6.714708656134237685e+01,3.753841810748740500e+02
4.513897607493088771e+01,1.762807201377889328e+02
1.114133250474611714e+02,9.243159202747764880e+01
2.339982277298774420e+02,1.775956010522534143e+02
1.209457368875743555e+02,2.975894002510027008e+02
6.733589083667133934e+01,1.821807460221836266e+02
1.124328272122359351e+02,1.062304330666818402e+02
2.738813555283985011e+02,1.683095022692585871e+02
1.075029316197386606e+02,3.705519702242355606e+02
4.521129410874868171e+01,1.673252302534520766e+02
8.285633163019494418e+01,8.425975447803560314e+01
1.956851230596917333e+02,9.323518657432174450e+01
1.865867434407870178e+02,3.493714601570687250e+02
2.357999726509029159e+01,2.538222606826966512e+02
