8.417014458982635006e+01,8.889159425224936228e+01
2.463197516727404661e+02,1.573853406509127524e+02
1.093093970293193280e+02,3.416213588463585893e+02
5.018683341077523608e+01,1.768332068011741285e+02
7.860322718423414301e+01,1.087096649720858466e+02
2.902415322755410898e+02,1.300300577658272516e+02
7.580095139206342481e+01,4.408750701676437984e+02
0.000000000000000000e+00,0.000000000000000000e+00
3.331571037235411836e+01,5.730157433582323989e+01
1.904297245976967474e+02,3.340399312775940643e+01
3.775195607751790590e+02,3.301225578054854850e+02
0.000000000000000000e+00,0.000000000000000000e+00
3.109853284396566053e+01,1.292062647106269822e+02
7.283018428255309118e+01,7.260698746949633176e+01
2.011815893181213823e+02,9.325252293688839700e+01
0.000000000000000000e+00,0.000000000000000000e+00
